iter	RMSE
153	0.3447927648
154	0.3444136411
155	0.3437749085
156	0.3433169803
157	0.343026173
158	0.3424776421
159	0.3419149347
160	0.3414714712
161	0.3409914614
162	0.3404461013
163	0.3398329144
164	0.3394890293
165	0.3389244341
166	0.3386709505
167	0.338231072
168	0.3378627181
169	0.3372322397
170	0.3367999413
171	0.3363504034
172	0.3359482018
173	0.3354332635
174	0.3350280399
175	0.3346649196
176	0.3343960832
177	0.3341478303
178	0.333421991
179	0.3330745331
180	0.3327608485
181	0.3321309983
182	0.3317622711
183	0.3313901268
184	0.3309927852
185	0.3305308039
186	0.3299156423
187	0.3291984488
188	0.3287530416
189	0.3280119544
190	0.3276140538
191	0.3271037321
192	0.3266912961
193	0.3262842492
194	0.3259280509
195	0.3255977491
196	0.325237246
197	0.3249177742
198	0.3244027852
199	0.3238257364
200	0.32353655
201	0.3229705972
202	0.3227033362
203	0.3222820068
204	0.3219264858
205	0.3216008643
206	0.320976629
207	0.3207657659
208	0.3205041055
209	0.3202101724
210	0.3196706577
211	0.3194428928
212	0.3188545497
213	0.3185877732
214	0.31825169
215	0.3180583661
216	0.3179257424
217	0.3175933171
218	0.3170357238
219	0.3166897529
220	0.3162778331
221	0.31597908
222	0.3155024788
223	0.3154776184
224	0.3151746747
225	0.31504039
226	0.3146849932
227	0.3143374509
228	0.3138675111
229	0.3134042182
230	0.3133812608
231	0.3131580791
232	0.3129663239
233	0.3125035929
234	0.3121911117
235	0.31157199
236	0.3112963725
237	0.3110148899
238	0.3107163504
239	0.3104391575
240	0.3102177345
241	0.3097787064
242	0.3095316847
243	0.309280829
244	0.3088521916
245	0.3082158825
246	0.3075390876
247	0.3070739376
248	0.3067111238
249	0.3061627383
250	0.305857474
251	0.3052620412
252	0.304765335
253	0.3044633903
254	0.3039749066
255	0.3037310802
256	0.3029834224
257	0.3026461328
258	0.3019725695
259	0.3017742181
260	0.3013046433
261	0.3009865517
262	0.3006917614
263	0.3002631582
264	0.2999057781
265	0.2994874267
266	0.2991134116
267	0.2986686254
268	0.298128621
269	0.2977747982
270	0.2973450501
271	0.2970295643
272	0.2963897214
273	0.2960150927
274	0.2956383872
275	0.2952352107
276	0.2947482752
277	0.2943002002
278	0.2940972005
279	0.2937938681
280	0.2934968015
281	0.2930353798
282	0.2926845282
283	0.2924161939
284	0.2920306079
285	0.2917426791
286	0.2913968291
287	0.2909177516
288	0.2907790056
289	0.2904223547
290	0.2900251453
291	0.2895901856
292	0.28916911
293	0.288832245
294	0.2883302882
295	0.2879749017
296	0.2876571845
297	0.2872626152
298	0.2868804812
299	0.2866685568
300	0.2863953338
301	0.2860974808
302	0.2855136598
303	0.2851202761
304	0.2848812332
305	0.2845590051
306	0.284275976
307	0.2839993667
308	0.2836679132
309	0.2834884982
310	0.2831397093
311	0.2829865965
312	0.2827478606
313	0.2824661254
314	0.2822524751
315	0.2817640644
316	0.2815584984
317	0.2814216654
318	0.2811017304
319	0.2807866283
320	0.2806427602
321	0.2804045965
322	0.2801619948
323	0.2798996812
324	0.2793814764
325	0.2792239089
326	0.2790103807
327	0.2786847096
328	0.2783619552
329	0.2779100165
330	0.2775937481
331	0.2772152938
332	0.276850183
333	0.276631431
334	0.2763828185
335	0.2762576137
336	0.2760469215
337	0.2757448569
338	0.2756296732
339	0.2753896684
340	0.2749688294
341	0.2748780095
342	0.2745898138
343	0.2742571839
344	0.2740127877
345	0.2737434995
346	0.2735564968
347	0.2730992719
348	0.2729664963
349	0.2726748637
350	0.2725815428
351	0.2723162345
352	0.2718032755
353	0.2717151877
354	0.2715253697
355	0.2712386625
356	0.2710829278
357	0.2708877051
358	0.2706982418
359	0.2704532055
360	0.2701751611
361	0.2696969801
362	0.2693268124
363	0.2690934994
364	0.2689417668
365	0.2687477656
366	0.268621618
367	0.2685038061
368	0.2683376334
369	0.2682772032
370	0.2680446488
371	0.26784224
372	0.267601167
373	0.2671638536
374	0.2667747635
375	0.2665713457
376	0.2664453192
377	0.2661006653
378	0.265798898
379	0.2655698984
380	0.2652267161
381	0.2649437886
382	0.2647857029
383	0.2645465008
384	0.2642062593
385	0.2638706874
386	0.2635989273
387	0.2632711058
388	0.2630715744
389	0.2628682087
390	0.2626022413
391	0.2623332748
392	0.2621762801
393	0.2620385037
394	0.2616433374
395	0.2615330126
396	0.2611534737
397	0.2609534498
398	0.2606605493
399	0.2605545916
400	0.2604239586
401	0.2600791635
402	0.2599203398
403	0.2597318598
404	0.2594567559
405	0.2592512138
406	0.2590123057
407	0.2587212653
408	0.2583139483
409	0.2580814909
410	0.2580011825
411	0.2577870057
412	0.2577097245
413	0.2574400607
414	0.257175631
415	0.256826352
416	0.2566556308
417	0.2566136241
418	0.2564448198
419	0.2560233922
420	0.2558007866
421	0.2555055986
422	0.2553692447
423	0.2551508605
424	0.2550390518
425	0.2549265836
426	0.2547261044
427	0.2545399086
428	0.2544107317
429	0.2542155705
430	0.2539968705
431	0.253772787
432	0.2534859634
433	0.2533985606
434	0.2529041324
435	0.2525791632
436	0.2524545173
437	0.252336176
438	0.2519888627
439	0.2515955452
440	0.2513030049
441	0.2512013027
442	0.2510271853
443	0.2508069169
444	0.2506525727
445	0.2503005214
446	0.2501154027
447	0.2499625181
448	0.2497921185
449	0.2495219083
450	0.249276939
451	0.2491550264
452	0.2489725123
453	0.2488468531
454	0.2487355897
455	0.248681538
456	0.2485626336
457	0.2482974101
458	0.248087857
459	0.247774408
460	0.2475769386
461	0.2473549742
462	0.2473276348
463	0.2471379965
464	0.2470406816
465	0.2470189706
466	0.2469042641
467	0.2468010431
468	0.2466723485
469	0.246514584
470	0.2463501832
471	0.2461742654
472	0.245762722
473	0.2455648672
474	0.2454781
475	0.2452549241
476	0.2450562239
477	0.244832196
478	0.2445991438
479	0.2444183065
480	0.2442253173
481	0.2440429603
482	0.2438604716
483	0.2437627355
484	0.2436742321
485	0.2435284659
486	0.2435131725
487	0.2433853021
488	0.2431591898
489	0.2429913531
490	0.2429255324
491	0.2428473769
492	0.2426558939
493	0.2425458462
494	0.2422622051
495	0.2422250625
496	0.2418932994
497	0.2417287804
498	0.2415864946
499	0.2414752364
500	0.2413674737
501	0.241310268
502	0.2411268655
503	0.2409480011
504	0.2408559075
505	0.2407897905
506	0.2406456523
507	0.2404847101
508	0.240352758
509	0.2401675579
510	0.2399157757
511	0.2398636746
512	0.2396471766
513	0.2393937587
514	0.2393241999
515	0.2391593731
516	0.2389638875
517	0.238775539
518	0.238519364
519	0.2382398312
520	0.2379872764
521	0.2377311368
522	0.2375087799
523	0.237138648
524	0.2370085385
525	0.2368697246
526	0.2367446427
527	0.2365489011
528	0.2363137938
529	0.2360816401
530	0.2357487023
531	0.2354729098
532	0.2352916249
533	0.2349160734
534	0.2347942747
535	0.2346267737
536	0.2343670869
537	0.2343033751
538	0.2341315531
539	0.2340015887
540	0.2339415877
541	0.2336848588
542	0.2335357125
543	0.2333534532
544	0.2330929049
545	0.2330054066
546	0.2329156209
547	0.2328365489
548	0.2327704769
549	0.2325882525
550	0.2322650182
551	0.2321792417
552	0.2321237663
553	0.2320173313
554	0.231831033
555	0.23161618
556	0.2313452024
557	0.2312275758
558	0.2309009984
559	0.2307005227
560	0.2305681447
561	0.2304177036
562	0.2302795904
563	0.2299617797
564	0.2298634782
565	0.2297074506
566	0.2295241748
567	0.2292239646
568	0.2291566794
569	0.2290076695
570	0.2288857564
571	0.228782256
572	0.2287393279
573	0.2283862707
574	0.2282242727
575	0.2280561826
576	0.2277879716
577	0.2274850243
578	0.227402014
579	0.2272386031
580	0.2269906711
581	0.2268592344
582	0.226653193
583	0.2265574892
584	0.2263789816
585	0.2261375516
586	0.2259814935
587	0.2258009235
588	0.2256449205
589	0.225593683
590	0.2254902581
591	0.2253001137
592	0.2250821338
593	0.2248728068
594	0.2246929225
595	0.2244857735
596	0.2242415758
597	0.2240639234
598	0.2238013421
599	0.2236238369
600	0.223272683
601	0.2229801042
602	0.222703743
603	0.222566546
604	0.2224064228
605	0.2222841713
606	0.2221541101
607	0.222147826
608	0.2220667341
609	0.2219345795
610	0.2218660204
611	0.2218004756
612	0.2215670956
613	0.2214698289
614	0.2212430371
615	0.2211124998
616	0.2209654364
617	0.2208506566
618	0.2207523609
619	0.2206345563
620	0.2203921107
621	0.2203047617
622	0.2202434368
623	0.220042898
624	0.2199402795
625	0.2198064999
626	0.2196377079
627	0.2194926059
628	0.2194268642
629	0.2193510874
630	0.2191080266
631	0.2190344378
632	0.2188800806
633	0.2186371448
634	0.2185366367
635	0.2183844138
636	0.2180644303
637	0.2179167362
638	0.2178399157
639	0.2176613946
640	0.217404425
641	0.2172924009
642	0.2171861251
643	0.2170113233
644	0.2169445316
645	0.2167864921
646	0.2166117979
647	0.2165762226
648	0.2163744076
649	0.2163237274
650	0.2162603718
651	0.216103782
652	0.2160235823
653	0.2159995469
654	0.2159199224
655	0.2158110945
656	0.2156992107
657	0.2155377347
658	0.2152333112
659	0.2151501712
660	0.2150627081
661	0.2148896575
662	0.2147284629
663	0.2146206992
664	0.214507965
665	0.2143845785
666	0.2142573218
667	0.214186476
668	0.2140252607
669	0.2139252126
670	0.2138671037
671	0.2136808392
672	0.2134212632
673	0.2132527418
674	0.2131236988
675	0.2129822716
676	0.2127390607
677	0.2126854177
678	0.2126133481
679	0.2124020571
680	0.2123415122
681	0.2122749064
682	0.212254735
683	0.2121664405
684	0.2120150224
685	0.2116504891
686	0.2115910075
687	0.2114991149
688	0.2112280324
689	0.2111739781
690	0.2109796467
691	0.210836898
692	0.2106982159
693	0.2104944831
694	0.2104373473
695	0.2102726151
696	0.2101229206
697	0.2100663753
698	0.2100339059
699	0.2098346313
700	0.2097890425
701	0.2095961489
702	0.2094450131
703	0.2093855239
704	0.2093332849
705	0.2092413587
706	0.2091983886
707	0.2090902594
708	0.2089590664
709	0.2088044878
710	0.2087332939
711	0.2084471118
712	0.2083417303
713	0.208245869
714	0.2080673481
715	0.2079514741
716	0.2079222803
717	0.2078817858
718	0.2078534401
719	0.2077643245
720	0.207713946
721	0.2076029558
722	0.2075165981
723	0.2074232732
724	0.2073447827
725	0.2072162026
726	0.2071387358
727	0.2070330889
728	0.2069413776
729	0.2068834716
730	0.2066478159
731	0.2065703863
732	0.206492821
733	0.206454876
734	0.2063473359
735	0.20622765
736	0.2060298303
737	0.2058600074
738	0.2056204414
739	0.2054258166
740	0.2053625365
741	0.2053416208
742	0.2052754501
743	0.2051554244
744	0.2050940574
745	0.2049298132
746	0.2049098815
747	0.2048665009
748	0.2048424284
749	0.2045862882
750	0.2045372877
751	0.2045017202
752	0.2044389583
753	0.2042001424
754	0.2040291233
755	0.2039884032
756	0.2038106694
757	0.2036617324
758	0.2035635863
759	0.203342432
760	0.2031960099
761	0.2030624759
762	0.2029798634
763	0.202886939
764	0.2028613059
765	0.2027992698
766	0.2027117837
767	0.2026447186
768	0.2026061132
769	0.2025064015
770	0.2023421668
771	0.2023283433
772	0.2021405746
773	0.2020289028
774	0.2017900921
775	0.2015661902
776	0.2013286948
777	0.2011171176
778	0.2010579709
779	0.2010210024
780	0.2008751582
781	0.2007446266
782	0.2006490822
783	0.2005010152
784	0.2004393775
785	0.2003808495
786	0.200316781
787	0.2002471877
788	0.2002142867
789	0.2000764888
790	0.1999331056
791	0.1998704368
792	0.1996850134
793	0.1995719227
794	0.1995293846
795	0.1994978301
796	0.1993357094
797	0.1993240569
798	0.1992911338
799	0.1992479379
800	0.1992260678
801	0.1990573658
802	0.1988839458
803	0.1988685635
804	0.1988369121
805	0.1987730615
806	0.1987258128
807	0.1986061254
808	0.1985132767
809	0.198367628
810	0.1982510341
811	0.197913672
812	0.1978635212
813	0.197782171
814	0.1977187674
815	0.1976285547
816	0.1975287973
817	0.1975069788
818	0.1974550882
819	0.1972929686
820	0.1971370884
821	0.1969639624
822	0.1969027874
823	0.1968352545
824	0.1968180224
825	0.1965546247
826	0.1964067075
827	0.1962899284
828	0.1961607479
829	0.1960757702
830	0.1959889838
831	0.1959041373
832	0.1958777912
833	0.1957882067
834	0.1956198002
835	0.1955517111
836	0.1955227515
837	0.1953764886
838	0.1953273247
839	0.1953260926
840	0.1952917251
841	0.195269745
842	0.1951901513
843	0.1950072555
844	0.1950039966
845	0.1949213536
846	0.1948185641
847	0.1946801281
848	0.1944868405
849	0.1943094164
850	0.1942546686
851	0.1941848195
852	0.1940675035
853	0.1940285281
854	0.1940269874
855	0.194014849
856	0.1938433136
857	0.1935122322
858	0.193482441
859	0.1934207194
860	0.1933565983
861	0.1932438309
862	0.1931577208
863	0.1930495157
864	0.1928632684
865	0.1928280992
866	0.1927325772
867	0.1926077174
868	0.1924741797
869	0.192209136
870	0.1920325644
871	0.1919018418
872	0.191831863
873	0.1917252196
874	0.1917140816
875	0.1916494385
876	0.1916492887
877	0.1915841666
878	0.1915154872
879	0.1913918143
880	0.1912330538
881	0.1911538385
882	0.1909969984
883	0.1908684107
884	0.1906841409
885	0.1906701867
886	0.190617261
887	0.1905654007
888	0.1903809928
889	0.1902982925
890	0.1902461709
891	0.1902332695
892	0.19004084
893	0.1898952954
894	0.1897219617
895	0.1893918965
896	0.1893047507
897	0.1892008905
898	0.1891435069
899	0.1889750524
900	0.1887272953
901	0.1885244835
902	0.1883776073
903	0.1881443461
904	0.1879836712
905	0.1878588766
906	0.1877309962
907	0.1876986265
908	0.1876391536
909	0.1874965184
910	0.1873459627
911	0.1872764509
912	0.1871984333
913	0.1869882324
914	0.1867126697
915	0.1866968267
916	0.1866425676
917	0.1865868333
918	0.1864993881
919	0.1864839133
920	0.1864427416
921	0.1863364822
922	0.1863038189
923	0.1862847728
924	0.1862459416
925	0.1861609072
926	0.1861318303
927	0.1860261952
928	0.1858462369
929	0.1858447479
930	0.1858049479
931	0.1857834507
932	0.1856824285
933	0.1856242779
934	0.1855834889
935	0.1855137714
936	0.1853210176
937	0.1852703979
938	0.1852212476
939	0.1851382575
940	0.185033943
941	0.1849797276
942	0.1848109357
943	0.1846891287
944	0.1845650488
945	0.1845143504
946	0.1844653669
947	0.1842699171
948	0.1842337478
949	0.1841933418
950	0.1841676528
951	0.1841115434
952	0.184000106
953	0.1839614289
954	0.1838999301
955	0.1838608937
956	0.1837687596
957	0.1835819505
958	0.1835412107
959	0.1834671761
960	0.1833959638
961	0.1833569399
962	0.1833033989
963	0.1832261259
964	0.1831350494
965	0.1830274624
966	0.1829093249
967	0.1828113405
968	0.1826717702
969	0.1824855686
970	0.1824289128
971	0.1824166318
972	0.1823351961
973	0.1822726477
974	0.1821771922
975	0.1821766133
976	0.1820969203
977	0.1820154014
978	0.1819344244
979	0.1817969239
980	0.1817110468
981	0.1816944382
982	0.1816925344
983	0.1815019361
984	0.1813899707
985	0.1812954482
986	0.1812791039
987	0.1812289151
988	0.1811536127
989	0.181030824
990	0.1809881296
991	0.180985043
992	0.1807417313
993	0.1805967517
994	0.1805396358
995	0.1805136255
996	0.180427314
997	0.1802233467
998	0.1801593597
999	0.1800580774
